S.NO	A.NO	COM	O.RANK	C.RANK	MARK	C.CODE	BRANCH	CHOICE NO	A.CATEGORY
3558	150149	BC	5298	3105	185	0004	AS	23	OC
3590	210853	MBC/DNC	5341	882	185	0004	AE	1	MBC_DNC
3591	145195	OC	5342	-	185	0004	PR	4	OC
3662	127595	OC	5452	-	184.5	0004	PR	18	OC
3671	238343	SC	5466	192	184.5	0004	CS	2	SC
3675	133435	BC	5470	3197	184.5	0004	AS	3	OC
3760	119850	MBC/DNC	5577	930	184.5	0004	AU	6	MBC_DNC
3833	242252	MBC/DNC	5680	946	184	0004	AU	8	MBC_DNC
3834	127434	BC	5682	3328	184	0004	PR	15	OC
3920	106272	SC	5807	210	184	0004	EC	2	SC
3928	171206	BCM	5818	168	184	0004	MF	13	BCM
3947	226042	OC	5841	-	184	0004	AS	28	OC
3949	172713	BC	5844	3427	184	0004	PR	6	BC
3966	141285	OC	5868	-	184	0004	AS	15	OC
4002	144720	BC	5924	3478	184	0004	AS	13	OC
4026	171345	BC	5960	3503	184	0004	AS	13	OC
4027	227303	BC	5961	3504	184	0004	AS	8	OC
4039	179391	BC	5981	3516	184	0004	AS	6	OC
4058	246142	SC	6006	215	183.75	0004	EC	2	SC
4085	226077	MBC/DNC	6044	1013	183.5	0004	AU	11	MBC_DNC
4102	172224	SC	6068	222	183.5	0004	CM	4	SC
4180	153277	BC	6179	3636	183.5	0004	AS	16	OC
4184	211188	BCM	6184	183	183.5	0004	MF	11	BCM
4189	123788	OC	6192	-	183.5	0004	AS	21	OC
4222	231570	SC	6247	233	183.5	0004	CM	4	SC
4250	185282	SC	6287	236	183.25	0004	AE	1	SC
4336	148834	BC	6409	3780	183	0004	AS	7	BC
4372	186458	BC	6460	3812	183	0004	AS	16	BC
4375	174516	MBC/DNC	6463	1083	183	0004	AU	8	MBC_DNC
4431	194421	BC	6543	3863	183	0004	PR	18	BC
4445	134681	BC	6566	3877	183	0004	AS	19	BC
4449	190252	MBC/DNC	6572	1104	183	0004	PR	10	MBC_DNC
4569	201350	SC	6752	257	182.5	0004	AE	2	SC
4608	180440	BC	6812	4021	182.5	0004	AS	12	BC
4624	122607	SC	6832	263	182.5	0004	CM	4	SC
4626	160471	BC	6834	4034	182.5	0004	AS	10	BC
4640	139779	BC	6851	4046	182.5	0004	RP	3	OC
4641	162323	BC	6852	4047	182.5	0004	PR	23	BC
4670	144247	SC	6889	266	182.5	0004	CM	4	SC
4679	180185	BC	6905	4081	182.5	0004	AS	5	BC
4707	173021	BC	6944	4101	182	0004	PR	15	BC
4736	189172	SC	6982	271	182	0004	AE	4	SC
4760	150476	SC	7011	274	182	0004	CM	4	SC
4838	100206	BC	7126	4216	182	0004	AS	9	BC
4883	132926	BC	7191	4253	182	0004	AS	16	BC
4888	180231	SC	7198	281	182	0004	CM	4	SC
4893	182106	BCM	7205	224	182	0004	AU	2	BCM
4899	174791	BC	7224	4274	182	0004	AS	17	BC
4901	166979	BC	7226	4275	182	0004	PR	13	BC
4921	232496	SC	7251	283	181.75	0004	AU	1	SC
4937	129895	BC	7268	4298	181.5	0004	RP	6	OC
4958	184981	BCM	7297	230	181.5	0004	RP	1	OC
4969	211882	SC	7311	286	181.5	0004	AE	3	SC
4999	157587	MBC/DNC	7352	1252	181.5	0004	AU	5	MBC_DNC
5006	147099	BC	7362	4360	181.5	0004	AS	13	BC
5013	172203	BC	7370	4367	181.5	0004	PR	15	BC
5017	147118	SC	7375	288	181.5	0004	AE	1	SC
5050	104128	SC	7423	290	181.5	0004	CM	4	SC
5113	160735	BC	7518	4458	181.5	0004	AS	2	BC
5203	133518	BC	7657	4541	181	0004	AS	7	BC
5213	159015	MBC/DNC	7668	1320	181	0004	AS	5	MBC_DNC
5223	191737	MBC/DNC	7680	1321	181	0004	AU	5	MBC_DNC
5224	213102	BC	7681	4556	181	0004	PR	8	BC
5264	160090	BC	7736	4589	181	0004	PR	2	BC
5295	100988	BC	7784	4620	181	0004	PR	4	BC
5316	240009	BC	7811	4641	181	0004	PR	7	BC
5326	132737	BC	7827	4650	181	0004	RP	17	OC
5334	151320	BCM	7842	250	181	0004	AS	16	BCM
5368	193967	SC	7905	307	180.75	0004	MF	2	SC
5420	101046	BC	7981	4741	180.5	0004	PR	6	BC
5484	180494	SC	8069	316	180.5	0004	EI	8	SC
5508	180521	BC	8103	4827	180.5	0004	AS	17	BC
5551	108656	BC	8157	4858	180.5	0004	AS	19	BC
5576	122919	OC	8192	-	180.5	0004	RP	1	OC
5585	142189	BC	8204	4886	180.5	0004	PR	4	BC
5604	212896	SC	8239	323	180.25	0004	PR	1	SC
5668	138994	SC	8334	331	180	0004	EM	6	SC
5683	149751	BC	8352	4977	180	0004	AS	30	BC
5700	167574	MBC/DNC	8377	1444	180	0004	AU	2	MBC_DNC
5712	190440	MBC/DNC	8392	1447	180	0004	PR	8	MBC_DNC
5720	192053	BC	8407	5008	180	0004	PR	24	BC
5722	154333	SC	8413	334	180	0004	AE	3	SC
5734	177069	BC	8433	5028	180	0004	AS	3	BC
5740	153018	MBC/DNC	8439	1455	180	0004	AU	19	MBC_DNC
5761	242915	BC	8473	5055	180	0004	PR	9	BC
5820	189369	BC	8563	5105	180	0004	RP	4	OC
5879	183159	MBC/DNC	8652	1492	179.5	0004	AU	11	MBC_DNC
5881	168275	MBC/DNC	8654	1493	179.5	0004	AU	5	MBC_DNC
5908	153543	SC	8687	341	179.5	0004	AE	2	SC
5986	137969	BC	8797	5250	179.5	0004	PR	9	BC
6009	185438	BCM	8831	282	179.5	0004	PR	1	BCM
6048	158843	SC	8899	349	179.25	0004	AU	1	SC
6063	175523	BCM	8925	288	179	0004	AU	2	BCM
6065	164143	SC	8927	354	179	0004	CM	2	SC
6071	246909	SC	8936	357	179	0004	AE	3	SC
6125	226674	MBC/DNC	9004	1559	179	0004	AS	2	MBC_DNC
6145	154864	SC	9030	363	179	0004	PR	3	SC
6155	106978	MBC/DNC	9043	1571	179	0004	PR	23	MBC_DNC
6167	152334	SC	9059	365	179	0004	CM	3	SC
6176	194423	BC	9071	5410	179	0004	RP	19	OC
6313	171348	OC	9274	-	178.5	0004	RP	5	OC
6314	165762	SC	9275	375	178.5	0004	EM	10	SC
6335	166229	OC	9306	-	178.5	0004	RP	12	OC
6377	126753	MBC/DNC	9357	1634	178.5	0004	PR	1	MBC_DNC
6505	141327	BC	9538	5695	178.5	0004	RP	7	OC
6537	239325	BCM	9590	318	178.25	0004	PR	3	BCM
6553	140687	MBC/DNC	9611	1684	178	0004	AU	9	MBC_DNC
6593	175172	SC	9660	395	178	0004	EM	7	SC
6666	235537	MBC/DNC	9756	1725	178	0004	AS	12	MBC_DNC
6681	194894	BC	9778	5837	178	0004	RP	22	OC
6703	156374	BC	9812	5859	178	0004	RP	21	OC
6712	151956	SC	9822	403	178	0004	MF	2	SC
