S.NO|A.NO|COM|O.RANK|C.RANK|MARK|C.CODE|BRANCH|CHOICE NO|A.CATEGORY
1|143697|BC|1|1|200|0001|ME|1|OC
2|186166|BC|2|2|200|2006|EE|1|OC
3|150583|BC|3|3|200|0001|EC|1|OC
4|237687|BC|3A|3A|200|0001|CS|1|OC
5|149589|MBC/DNC|6|1|199.5|0001|CS|1|OC
6|100207|BC|10|6|199.5|0001|EE|1|OC
7|198234|MBC/DNC|14|3|199.33|0001|CS|1|OC
8|204803|OC|18|-|199|0001|CS|1|OC
9|197466|BC|19|11|199|1315|CS|1|OC
10|171992|BC|23|13|199|2006|EC|1|OC
11|149988|BC|29|17|199|0001|CS|1|OC
12|229579|SC|30|1|199|0004|AE|1|OC
13|151697|BC|32|19|198.75|2006|CM|1|OC
14|196943|BCM|33|1|198.75|0001|CS|1|OC
15|188865|BC|34|20|198.75|2006|EC|1|OC
16|127364|BC|35|21|198.75|0001|EC|1|OC
17|186906|BC|36|22|198.75|0001|CS|1|OC
18|232707|BC|39|24|198.75|0001|CS|1|OC
19|180739|BC|40|25|198.75|2006|EC|1|OC
20|245017|OC|42|-|198.67|0001|CS|1|OC
21|249931|BC|44|28|198.5|0001|EC|1|OC
22|128631|SC|49|2|198.5|0001|CS|1|OC
23|197251|BC|52|35|198.5|0001|EC|1|OC
24|160779|BC|53|36|198.5|0001|CS|1|OC
25|238389|BC|54|37|198.5|0001|CS|1|OC
26|237104|BC|56|38|198.5|0001|MI|1|OC
27|153523|BC|57|39|198.5|2006|EC|1|OC
28|205105|BC|61|43|198.5|0001|CS|1|OC
29|143739|BC|62|44|198.33|0001|EE|1|OC
30|163378|BC|64|46|198.25|2006|CM|1|OC
31|242055|SC|65|3|198.25|0001|BY|1|OC
32|227701|BC|67|47|198.25|2006|RA|1|OC
33|210078|OC|68|-|198.25|0001|EC|1|OC
34|153779|MBC/DNC|70|9|198.25|0001|EC|1|OC
35|139057|BC|74|50|198|0001|CS|1|OC
36|229016|OC|77|-|198|0001|CS|1|OC
37|167430|BC|78|53|198|0001|EC|1|OC
38|191955|SCA|79|1|198|0001|ME|1|OC
39|201683|BC|80|54|198|2006|CM|1|OC
40|181575|BC|82|56|198|0001|CS|1|OC
41|172593|BC|83|57|198|0001|CS|1|OC
42|158994|BC|87|59|198|0001|CS|1|OC
43|140418|OC|89|-|198|2006|EC|1|OC
44|239861|BC|90|61|198|0001|EC|1|OC
45|245821|BC|92|63|198|0001|CS|1|BC
46|206641|BC|94|65|198|0001|EC|1|OC
47|140990|BC|96|67|198|2006|ME|1|OC
48|126244|BC|97|68|198|0001|EC|1|OC
49|124006|BC|98|69|198|0001|CS|1|BC
50|150050|OC|99|-|198|2006|CM|1|OC
51|138546|OC|100|-|198|1315|CS|2|OC
52|243048|OC|101|-|198|0001|IM|2|OC
53|235848|OC|102|-|198|0001|CM|2|OC
54|165763|MBC/DNC|105|12|197.75|0001|EE|1|OC
55|198027|BC|106|70|197.75|5901|CS|1|OC
56|246711|BCM|107|3|197.75|0004|AE|1|OC
57|204349|SC|109|4|197.75|0001|CS|1|SC
58|204564|BC|112|73|197.75|2006|EC|1|OC
59|168362|OC|115|-|197.67|0001|EC|1|OC
60|226092|BCM|118|4|197.5|0001|CS|1|BCM
61|206020|BC|119|77|197.5|0001|CS|1|BC
62|164974|OC|120|-|197.5|0001|CM|2|OC
63|135279|BC|122|78|197.5|2006|CM|1|OC
64|164490|OC|123|-|197.5|0001|CM|2|OC
65|195706|BC|125|80|197.5|2006|CM|1|OC
66|126517|BCM|126|5|197.5|0001|CS|1|BCM
67|244429|BCM|127|6|197.5|0001|EC|1|OC
68|229533|BC|131|82|197.5|2006|EC|1|OC
69|108111|BC|133|83|197.5|2006|EC|1|OC
70|210307|OC|134|-|197.5|0001|ME|1|OC
71|206642|OC|135|-|197.5|0004|CS|2|OC
72|154537|OC|136|-|197.5|2006|CM|1|OC
73|203060|MBC/DNC|137|16|197.5|0004|EC|1|OC
74|186254|BCM|140|8|197.33|0001|CM|2|OC
75|138107|BC|141|85|197.33|0001|CM|1|OC
76|225247|BC|143|87|197.25|0001|CS|1|BC
77|249227|BCM|144|9|197.25|0001|CM|2|OC
78|231332|BC|145|88|197.25|1419|CS|1|OC
79|203602|BC|146|89|197.25|0001|CS|1|BC
80|156257|BC|147|90|197.25|4974|EC|1|OC
81|235068|OC|149|-|197.25|0001|CM|2|OC
82|250842|BCM|150|10|197.25|0001|EC|1|OC
83|242202|BC|152|93|197.25|1419|CS|1|OC
84|191422|BC|153|94|197.25|2006|CM|1|OC
85|163012|BC|158|97|197|0001|CS|1|BC
86|107903|BCM|160|11|197|2006|EE|1|OC
87|228855|BCM|161|12|197|0001|EC|1|OC
88|194315|BC|162|99|197|0004|EC|1|OC
89|201099|BC|164|100|197|0001|CS|1|BC
90|166248|MBC/DNC|165|18|197|0001|CE|1|OC
91|101462|BC|167|102|197|0001|ME|1|OC
92|186861|BC|168|103|197|0001|EC|1|OC
93|247645|BC|169|104|197|2006|CM|1|OC
94|196185|OC|171|-|197|0001|CM|2|OC
95|152027|OC|172|-|197|0002|CH|1|OC
96|182154|MBC/DNC|174|19|197|0004|AE|1|OC
97|229708|BC|175|107|197|0001|CS|1|BC
98|105363|BC|176|108|197|0001|CS|1|BC
99|107337|BC|178|109|197|0001|CS|1|BC
100|170428|BCM|180|13|197|0004|CS|2|OC
101|242693|OC|181|-|197|0001|CM|2|OC
102|236207|MBC/DNC|184|20|197|0001|EC|1|OC
103|102097|BC|185|113|197|2006|CM|1|OC
104|208181|BC|188|115|196.75|0001|EC|1|OC
105|177615|BC|191|117|196.75|0001|CS|1|BC
106|179988|BC|193|119|196.75|0001|EC|1|BC
107|175007|BC|194|120|196.75|0001|CS|1|BC
108|178412|BC|195|121|196.75|0001|EE|1|OC
109|143669|SC|197|5|196.67|0001|CS|1|SC
110|236146|BC|199|123|196.67|0001|EE|1|OC
111|152636|BC|200|124|196.5|0001|ME|1|OC
112|154680|MBC/DNC|201|24|196.5|2006|EC|1|OC
113|123579|BC|203|126|196.5|0001|CS|1|BC
114|151072|OC|204|-|196.5|0001|CM|2|OC
115|140818|OC|205|-|196.5|0001|EM|2|OC
116|105856|BC|206|127|196.5|0001|CS|1|BC
117|232089|MBC/DNC|208|25|196.5|0001|EE|1|OC
118|107833|BC|209|128|196.5|2006|CM|1|OC
119|144510|OC|210|-|196.5|0001|CM|2|OC
120|101013|OC|211|-|196.5|0004|CS|2|OC
121|123216|MBC/DNC|215|26|196.5|0001|CS|1|MBC_DNC
122|103117|BC|217|133|196.5|0001|EC|2|BC
123|235960|MBC/DNC|219|27|196.5|0001|CS|1|MBC_DNC
124|125476|BC|220|135|196.5|0001|CM|2|OC
125|133931|BC|221|136|196.5|0001|CM|2|OC
126|148609|BC|222|137|196.5|0001|ME|1|OC
127|242779|MBC/DNC|224|28|196.5|5901|CE|1|OC
128|239514|BC|227|139|196.5|2006|EC|1|OC
129|176882|BC|229|140|196.5|0001|EC|1|BC
130|184994|BC|230|141|196.5|2006|BS|1|OC
131|171377|BC|233|143|196.5|0004|CS|2|OC
132|188532|MBC/DNC|235|29|196.5|0001|EC|1|MBC_DNC
133|139681|MBC/DNC|236|30|196.5|0001|EE|1|OC
134|229135|BC|238|146|196.5|2006|EC|1|OC
135|165010|OC|241|-|196.5|0004|CS|2|OC
136|100193|BC|242|147|196.5|0001|EE|1|OC
137|125631|BC|247|150|196.5|0001|EC|1|BC
138|232432|BC|248|151|196.5|0001|EC|1|BC
139|246378|OC|251|-|196.33|2006|CM|1|OC
140|209472|BCM|253|17|196.25|0001|EE|1|OC
141|206874|BCM|254|18|196.25|0001|EC|1|BCM
142|212595|BC|255|154|196.25|2006|CM|1|OC
143|148713|MBC/DNC|256|32|196.25|2006|ME|1|OC
144|227401|MBC/DNC|257|33|196.25|0001|CS|1|MBC_DNC
145|242471|MBC/DNC|258|34|196.25|2006|EC|1|OC
146|237632|BC|259|155|196.25|5012|CC|1|OC
147|189329|MBC/DNC|260|35|196.25|2006|EC|1|OC
148|232894|BC|262|157|196.25|0001|EC|1|BC
149|160671|BC|265|158|196.25|0001|CM|2|OC
150|248740|OC|266|-|196.25|2006|CM|1|OC
151|204653|BC|267|159|196.25|0001|EC|1|BC
152|178411|BC|268|160|196|1315|CS|1|OC
153|212599|BC|270|162|196|0001|EC|1|BC
154|199984|BC|272|164|196|0001|EC|1|BC
155|208462|BC|278|167|196|0004|MF|1|OC
156|200715|BC|280|169|196|2006|EC|1|OC
157|179283|MBC/DNC|281|40|196|0001|CS|1|MBC_DNC
158|157071|BC|282|170|196|2006|CM|1|OC
159|132078|BC|283|171|196|0001|CM|2|OC
160|197384|BC|284|172|196|5008|CS|1|OC
161|146042|BC|285|173|196|0001|EC|1|BC
162|192603|BC|286|174|196|0001|CM|2|OC
163|235699|SC|287|7|196|0001|EC|1|SC
164|170766|BC|288|175|196|0001|CM|2|OC
165|129238|BC|289|176|196|0001|EC|1|BC
166|167236|OC|291|-|196|0001|CM|2|OC
167|225699|BC|293|178|196|0001|CM|2|OC
168|191705|BC|294|179|196|0004|AE|1|OC
169|164496|MBC/DNC|295|41|196|0001|CS|1|MBC_DNC
170|204966|BC|296|180|196|0001|EC|1|BC
171|186701|OC|298|-|196|0001|CM|2|OC
172|131026|BCM|299|20|196|0001|CM|2|OC
173|195817|BC|300|181|196|0004|CS|2|OC
174|244144|OC|301|-|196|0001|CM|2|OC
175|100456|BC|302|182|196|1399|ME|1|OC
176|138959|BC|303|183|196|0001|CM|2|OC
177|229053|MBC/DNC|304|43|196|1419|CS|1|OC
178|125578|OC|306|-|196|0001|ME|2|OC
179|139712|BC|307|185|196|1315|CS|1|OC
180|100722|BC|308|186|196|0001|EC|1|BC
181|137883|OC|309|-|196|2006|ME|1|OC
182|210292|BC|310|187|196|0001|CM|2|OC
183|212295|BC|312|188|195.75|0001|EC|1|BC
184|240319|BC|313|189|195.75|2006|CM|1|OC
185|236702|SC|314|8|195.75|0001|CS|1|SC
186|200141|BC|318|192|195.75|0001|CE|1|OC
187|230151|BC|319|193|195.75|0001|EC|1|BC
188|171706|MBC/DNC|323|46|195.67|0001|EC|1|MBC_DNC
189|246917|BC|324|197|195.5|2709|CE|1|OC
190|120807|BC|325|198|195.5|0001|EC|2|BC
191|163029|MBC/DNC|327|47|195.5|0001|ME|1|OC
192|156836|BC|329|201|195.5|2005|EC|1|OC
193|173778|MBC/DNC|330|48|195.5|2006|EC|1|OC
194|126210|BC|331|202|195.5|0004|EC|2|OC
195|178111|BC|332|203|195.5|0004|CS|2|OC
196|168833|BC|333|204|195.5|0001|IM|3|OC
197|195658|BCM|335|21|195.5|0004|CS|2|OC
198|242682|BC|336|205|195.5|0001|CM|2|OC
199|251251|BC|337|206|195.5|0001|CM|2|OC
200|240240|OC|340|-|195.5|0001|CM|2|OC
201|179009|OC|341|-|195.5|0001|CM|2|OC
202|123647|OC|342|-|195.5|0001|CM|1|OC
203|180134|OC|343|-|195.5|0004|EC|2|OC
204|125807|BC|345|209|195.5|2006|EC|1|OC
205|136899|OC|347|-|195.5|0001|EM|2|OC
206|250753|BC|348|211|195.5|0001|EE|3|OC
207|212302|BC|350|213|195.5|0001|EE|3|OC
208|195119|BC|352|214|195.5|2005|CS|3|OC
209|108741|BC|355|216|195.5|2006|ME|1|OC
210|142338|BC|358|218|195.5|0004|CS|2|OC
211|193166|BC|362|220|195.5|2007|CS|1|OC
212|236061|BC|363|221|195.5|0001|IM|3|OC
213|232166|BC|364|222|195.5|0001|CM|2|OC
214|100078|MBC/DNC|365|53|195.5|0001|CS|1|MBC_DNC
215|190960|BC|367|224|195.5|0001|CM|2|OC
216|245446|BC|368|225|195.5|0001|EE|1|OC
217|126503|OC|371|-|195.5|2006|ME|1|OC
218|127436|OC|372|-|195.5|0001|BY|1|OC
219|142573|OC|373|-|195.5|0001|CM|2|OC
220|199150|MBC/DNC|374|54|195.5|0001|EC|1|MBC_DNC
221|213063|BC|375|228|195.5|2006|ME|1|OC
222|122182|OC|377|-|195.5|0001|CM|2|OC
223|226843|BC|379|230|195.5|0001|BY|1|OC
224|157692|MBC/DNC|380|55|195.5|0004|AE|1|OC
225|146533|OC|382|-|195.5|1315|CS|1|OC
226|174221|BC|383|231|195.5|2006|EC|1|OC
227|201039|BC|384|232|195.5|0001|EM|3|OC
228|180178|SC|385|9|195.5|0001|ME|1|OC
229|246697|BC|389|234|195.33|0001|CM|2|OC
230|235228|OC|390|-|195.33|0004|CS|3|OC
231|244894|SC|391|10|195.25|0001|CS|1|SC
232|180075|BC|392|235|195.25|0004|EC|2|OC
233|242745|BC|393|236|195.25|2006|EE|1|OC
234|243007|BC|394|237|195.25|0001|EE|2|OC
235|186866|BC|395|238|195.25|2006|CM|1|OC
236|244931|MBC/DNC|397|57|195.25|0004|CS|1|OC
237|128180|BC|398|240|195.25|2006|CM|1|OC
238|239893|BC|399|241|195.25|0001|EE|3|OC
239|141843|BC|400|242|195.25|0004|CS|2|OC
240|161863|BC|405|244|195.25|0001|CE|1|OC
241|209890|MBC/DNC|406|60|195.25|0001|EE|1|OC
242|229045|MBC/DNC|407|61|195.25|0001|EC|1|MBC_DNC
243|246294|BC|409|246|195.25|0001|ME|1|OC
244|191147|MBC/DNC|410|62|195|0001|CS|1|MBC_DNC
245|186063|BC|411|247|195|0001|CM|2|OC
246|152288|OC|413|-|195|0001|EM|3|OC
247|226748|OC|415|-|195|1315|CS|1|OC
248|194676|OC|417|-|195|0004|CS|3|OC
249|126777|OC|418|-|195|0001|EM|4|OC
250|142727|OC|419|-|195|0001|IM|3|OC
251|131880|BC|421|249|195|0001|BY|2|OC
252|103913|BCM|422|23|195|0004|AE|1|OC
253|100712|OC|424|-|195|0001|IM|3|OC
254|229121|BC|425|251|195|0001|CM|2|BC
255|225548|OC|426|-|195|0001|EM|2|OC
256|131308|BC|427|252|195|0001|CM|2|BC
257|135580|OC|428|-|195|1315|CS|1|OC
258|156990|OC|429|-|195|0001|BY|1|OC
259|173269|OC|431|-|195|2006|EM|2|OC
260|196692|BC|432|254|195|0004|CS|1|OC
261|204783|BCM|433|24|195|0001|EC|1|BCM
262|240727|BC|434|255|195|2006|CM|1|OC
263|200975|MBC/DNC|435|65|195|0001|EC|1|MBC_DNC
264|173082|MBC/DNC|436|66|195|0001|CS|1|MBC_DNC
265|137880|BCM|438|25|195|0002|FS|1|OC
266|122670|OC|439|-|195|0004|CS|2|OC
267|233293|BC|440|256|195|0001|CM|2|BC
268|243301|BC|442|258|195|2006|EC|1|BC
269|147962|BC|443|259|195|0001|EM|2|OC
270|135122|OC|444|-|195|0004|CS|3|OC
271|125673|OC|445|-|195|0001|EM|4|OC
272|105026|OC|446|-|195|1315|CS|3|OC
273|201830|BC|448|260|195|0001|BY|1|OC
274|191045|MBC/DNC|449|68|195|1315|CS|1|OC
275|211686|BC|450|261|195|0001|CM|2|BC
276|250128|BC|452|263|195|0001|EE|3|OC
277|105161|BC|453|264|195|0004|EC|2|OC
278|164277|BC|455|266|195|0001|CM|2|BC
279|192253|BC|456|267|195|0004|CS|3|OC
280|239451|MBC/DNC|457|69|195|0001|CS|1|MBC_DNC
281|230224|SC|458|11|195|1419|CS|1|OC
282|178860|BC|460|269|195|2006|EC|2|BC
283|180226|BC|462|271|195|0001|CM|2|BC
284|134643|BC|464|272|195|0001|EE|1|OC
285|100784|BC|465|273|195|2006|EC|1|BC
286|233809|BC|468|276|195|1419|CS|1|OC
287|141224|OC|471|-|195|2006|EM|2|OC
288|197989|BC|472|277|195|0004|EC|2|OC
289|103642|MBC/DNC|473|71|195|0001|CS|1|MBC_DNC
290|157903|BC|474|278|195|0004|AE|1|OC
291|133008|OC|476|-|195|0001|EE|1|OC
292|147963|BC|477|279|195|0001|EM|2|OC
293|101161|MBC/DNC|482|72|195|0001|CS|1|MBC_DNC
294|151933|BC|483|284|195|0001|CM|2|BC
295|199436|BC|485|285|195|0004|MF|1|OC
296|167872|BC|486|286|195|0001|EM|2|OC
297|172218|BC|487|287|195|0001|CM|2|BC
298|164551|OC|488|-|195|0001|IM|3|OC
299|147685|BC|489|288|195|0001|EM|2|OC
300|101016|BC|491|289|195|0001|CM|2|BC
301|201690|BC|492|290|195|2006|EC|1|BC
302|161230|BC|493|291|195|5012|CC|1|OC
303|196130|OC|494|-|195|0001|IM|3|OC
304|161005|BC|495|292|194.75|0001|ME|1|OC
305|155132|OC|496|-|194.75|0001|EM|2|OC
306|170756|MBC/DNC|497|75|194.75|0001|ME|1|OC
307|104174|BC|498|293|194.75|0004|EC|1|OC
308|178344|MBC/DNC|499|76|194.75|0001|CS|1|MBC_DNC
309|224646|MBC/DNC|500|77|194.75|2615|CE|1|OC
310|127158|BC|503|295|194.75|0001|MI|1|OC
311|182088|BC|505|297|194.75|0004|CS|2|OC
312|159368|MBC/DNC|507|79|194.75|2006|ME|1|OC
313|185907|BC|511|302|194.75|2006|BY|1|OC
314|142951|BC|512|303|194.75|0001|CM|2|BC
315|161439|OC|512A|-|194.75|0001|EM|2|OC
316|248187|BC|513|304|194.75|0001|CM|2|BC
317|180551|BC|514|305|194.75|0004|AE|1|OC
318|203517|BC|516|307|194.5|0004|CS|2|OC
319|168560|BC|519|308|194.5|0001|BY|1|OC
320|125921|OC|521|-|194.5|2006|CM|1|OC
321|213517|BC|522|310|194.5|0001|EE|2|BC
322|243963|BC|523|311|194.5|0004|EC|1|OC
323|164063|OC|524|-|194.5|2006|CM|1|OC
324|246858|OC|526|-|194.5|0002|IB|3|OC
325|107119|MBC/DNC|527|81|194.5|0001|CM|2|MBC_DNC
326|253099|BC|528|312|194.5|2006|CM|1|OC
327|141121|OC|529|-|194.5|0001|EM|4|OC
328|173548|BC|531|313|194.5|0001|CM|2|BC
329|108495|BC|532|314|194.5|0004|CS|2|BC
330|192769|BC|533|315|194.5|4972|ME|1|OC
331|160184|MBC/DNC|534|82|194.5|2006|EC|1|MBC_DNC
332|244738|BC|535|316|194.5|0001|CM|2|BC
333|208892|BC|536|317|194.5|2006|CM|1|OC
334|130371|BC|537|318|194.5|2006|EC|1|BC
335|179095|OC|538|-|194.5|0004|CM|4|OC
336|187570|BC|541|320|194.5|0001|CM|2|BC
337|106753|MBC/DNC|542|83|194.5|0004|AE|1|OC
338|123655|BC|544|321|194.5|0001|EM|2|OC
339|151656|OC|545|-|194.5|0001|IM|3|OC
340|197946|BC|546|322|194.5|0001|CM|2|BC
341|195425|BC|546A|322A|194.5|4974|CS|1|OC
342|127908|BC|547|323|194.5|0001|ME|1|OC
343|212739|BC|549|324|194.5|5012|CC|1|OC
344|228811|BC|550|325|194.5|1419|CS|1|OC
345|173741|BC|551|326|194.5|0001|CM|2|BC
346|190280|OC|553|-|194.5|0002|IB|1|OC
347|150213|OC|554|-|194.5|0001|IM|3|OC
348|150114|BC|555|328|194.5|0001|ME|1|OC
349|165888|BC|556|329|194.5|2006|CM|1|BC
350|234164|OC|557|-|194.5|1315|CS|3|OC
351|154315|BC|558|330|194.5|0001|CM|2|BC
352|223883|BC|560|331|194.5|0001|CM|2|BC
353|144853|BC|561|332|194.5|0001|CM|2|BC
354|150098|OC|564|-|194.5|0004|CM|4|OC
355|238489|BC|565|334|194.5|2006|EC|1|BC
356|165969|BC|566|335|194.5|0001|CM|2|BC
357|101712|BC|568|336|194.5|0004|CS|2|BC
358|168482|MBC/DNC|569|86|194.5|0001|CM|2|MBC_DNC
359|145251|OC|570|-|194.5|0001|EM|4|OC
360|145589|OC|571|-|194.5|0001|EM|3|OC
361|234491|OC|572|-|194.5|1315|CS|3|OC
362|196116|BC|573|337|194.5|0001|EE|1|BC
363|169064|BC|574|338|194.5|0001|CM|2|BC
364|232997|BC|578|339|194.5|0001|CE|1|OC
365|201393|BC|580|341|194.5|0001|EE|1|BC
366|202434|BC|581|342|194.5|0001|EE|1|BC
367|148807|BC|582|343|194.5|0004|CS|2|BC
368|137441|MBC/DNC|583|89|194.5|2006|ME|1|OC
369|102971|BC|584|344|194.5|0001|CM|2|BC
370|145002|BC|585|345|194.5|2006|BS|1|OC
371|144412|BC|586|346|194.5|0001|ME|2|OC
372|172252|BC|587|347|194.5|0001|CM|2|BC
373|202182|BC|588|348|194.5|4974|EC|1|OC
374|153028|OC|591|-|194.5|0001|IM|3|OC
375|201530|BC|594|352|194.5|0001|CM|2|BC
376|159831|BC|595|353|194.5|0004|AE|1|OC
377|180710|BC|596|354|194.5|4971|EC|1|OC
378|246734|BC|602|359|194.25|0001|CM|2|BC
379|247620|BC|604|361|194.25|0002|CH|1|OC
380|245427|MBC/DNC|608|91|194.25|0004|CS|2|MBC_DNC
381|136785|BC|611|364|194.25|2006|EC|1|BC
382|175598|MBC/DNC|612|94|194.25|0001|EC|1|MBC_DNC
383|127899|BC|615|367|194.25|0004|CS|2|BC
384|236222|MBC/DNC|616|95|194.25|0001|EC|1|MBC_DNC
385|187495|MBC/DNC|622|96|194.25|0001|EC|1|MBC_DNC
386|150062|BC|623|373|194.25|0001|CM|2|BC
387|136813|MBC/DNC|624|97|194.25|0004|EC|2|OC
388|198173|BC|626|374|194.25|2006|EC|2|BC
389|187840|MBC/DNC|627|98|194.25|0001|CM|2|MBC_DNC
390|106112|BC|628|375|194|0004|EC|1|OC
391|183226|BC|629|376|194|0001|EM|3|OC
392|105226|BC|630|377|194|0001|CM|2|BC
393|252954|MBC/DNC|631|99|194|2006|EC|1|MBC_DNC
394|179550|BC|632|378|194|2006|CM|1|BC
395|104253|BC|633|379|194|2006|CE|1|OC
396|247245|BC|634|380|194|0001|CM|2|BC
397|184261|BC|635|381|194|0001|CM|2|BC
398|164367|BC|636|382|194|0001|EE|3|BC
399|174666|MBC/DNC|637|100|194|0004|EC|2|OC
400|179632|BC|638|383|194|0001|EM|2|OC
401|236086|BC|639|384|194|2005|CS|1|OC
402|163978|OC|641|-|194|0004|CM|4|OC
403|103610|BC|642|385|194|0001|CM|2|BC
404|173931|BC|643|386|194|2006|CM|1|BC
405|164273|BC|645|387|194|0001|IM|3|OC
406|125701|BC|646|388|194|1315|ME|1|OC
407|177693|MBC/DNC|648|101|194|0002|IB|1|OC
408|184803|MBC/DNC|651|103|194|0002|CH|1|OC
409|233797|OC|652|-|194|0001|IM|3|OC
410|124263|OC|654|-|194|1315|CS|2|OC
411|131176|OC|655|-|194|1315|CS|1|OC
412|134846|OC|656|-|194|0001|IM|2|OC
413|132798|OC|657|-|194|0004|CM|4|OC
414|104403|OC|658|-|194|0001|EM|2|OC
415|148443|BC|659|391|194|0004|CS|2|BC
416|201050|BC|660|392|194|0001|BY|1|OC
417|139933|OC|661|-|194|0001|ME|3|OC
418|208059|OC|662|-|194|1315|CS|2|OC
419|204765|BC|663|393|194|2006|ME|1|OC
420|149663|OC|664|-|194|1315|CS|2|OC
421|246590|BCM|665|27|194|0001|EM|2|OC
422|133367|BC|666|394|194|2006|CM|3|BC
423|101673|BC|669|396|194|0001|IM|3|OC
424|157732|OC|670|-|194|0001|EM|2|OC
425|130970|BC|671|397|194|1315|CS|3|OC
426|148959|BC|672|398|194|0001|EE|1|BC
427|227924|BC|673|399|194|1315|CS|3|OC
428|134480|MBC/DNC|674|104|194|0001|CM|2|MBC_DNC
429|134346|OC|676|-|194|0001|BY|1|OC
430|133017|OC|677|-|194|0001|EM|2|OC
431|207786|OC|678|-|194|0004|CM|4|OC
432|187247|SC|679|17|194|0001|CS|1|SC
433|169069|OC|680|-|194|1315|CS|3|OC
434|146509|BC|682|401|194|1315|CS|3|OC
435|180089|MBC/DNC|683|105|194|2006|CM|1|MBC_DNC
436|175159|OC|684|-|194|0001|EM|2|OC
437|139996|BC|685|402|194|0001|EE|1|BC
438|213451|MBC/DNC|686|106|194|2615|EC|1|OC
439|207632|BC|687|403|194|0001|IM|3|OC
440|237802|BC|688|404|194|2615|ME|1|OC
441|202020|BC|689B|404B|194|0004|CS|3|BC
442|236314|BC|690|405|194|0001|EE|2|BC
443|100755|OC|691|-|194|0001|IM|4|OC
444|107478|BC|696|407|194|0002|IB|1|OC
445|143835|BC|698|409|194|2006|CM|1|BC
446|165261|BC|699|410|194|0001|EM|4|OC
447|186146|BC|700|411|194|5012|CC|1|OC
448|140531|OC|701|-|194|1450|EC|3|OC
449|142072|BC|702|412|194|2006|EC|1|BC
450|140721|BC|703|413|194|0001|EM|2|OC
451|229489|BC|704|414|194|0001|EE|1|BC
452|127531|OC|705|-|194|0001|EM|1|OC
453|122535|OC|706|-|194|1315|CS|3|OC
454|212240|SC|708|19|194|2005|EC|1|OC
455|107686|BC|709|415|194|2006|EM|1|OC
456|208228|BC|712|417|194|2006|CM|3|BC
457|153044|BC|714|418|194|0004|CS|3|BC
458|166414|MBC/DNC|715|110|194|0001|EE|1|MBC_DNC
459|164372|BC|716|419|194|2006|CM|3|BC
460|226704|MBC/DNC|717|111|194|2006|EC|1|MBC_DNC
461|106051|BC|719|421|194|2006|CM|1|BC
462|121452|BC|720|422|194|2006|EC|3|BC
463|225075|BC|721|423|194|0004|CS|3|BC
464|185162|BC|724|425|194|0001|EM|2|OC
465|124923|BC|725|426|194|0001|EE|2|BC
466|191796|BC|727|428|194|0004|CS|1|BC
467|164003|OC|729|-|194|1315|CS|1|OC
468|161366|OC|730|-|194|0004|CM|4|OC
469|233292|BC|731|430|194|0004|CS|3|BC
470|184956|BC|732|431|194|0001|ME|1|OC
471|181967|OC|733|-|194|2006|ME|2|OC
472|175726|BC|734|432|194|2006|EC|3|BC
473|144006|OC|736|-|194|0004|CM|4|OC
474|178644|BC|737|433|194|0001|EM|4|OC
475|101477|OC|739|-|194|1315|EE|2|OC
476|179481|BC|741|435|193.75|2006|EC|1|BC
477|227561|MBC/DNC|742|113|193.75|0002|CH|1|OC
478|235871|BC|743|436|193.75|2006|EC|3|BC
479|153400|BCM|744|28|193.75|0001|ME|1|OC
480|176855|OC|745|-|193.75|0004|CM|5|OC
481|156570|MBC/DNC|746|114|193.75|0001|EE|1|MBC_DNC
482|228944|BC|748|438|193.75|1419|CS|1|OC
483|156482|BC|749|439|193.75|0001|BY|2|OC
484|228677|MBC/DNC|752|115|193.75|1419|CS|1|OC
485|191354|BC|754|441|193.75|0001|ME|3|OC
486|236187|BC|755|442|193.75|0004|CS|3|BC
487|204240|MBC/DNC|758|117|193.75|2712|IT|1|OC
488|211156|MBC/DNC|760|119|193.75|0001|CM|2|MBC_DNC
489|164418|OC|762|-|193.67|0004|CM|4|OC
490|190347|BC|763|445|193.67|0004|CS|3|BC
491|135969|BC|764|446|193.5|0001|ME|1|OC
492|163828|BC|765|447|193.5|0001|EE|3|BC
493|187727|MBC/DNC|766|120|193.5|0004|CS|2|MBC_DNC
494|208335|BC|767|448|193.5|2007|CS|1|OC
495|180423|OC|768|-|193.5|0004|CM|4|OC
496|180647|BC|769|449|193.5|0001|IM|3|OC
497|165714|BC|770|450|193.5|2006|EM|2|OC
498|146155|BC|771|451|193.5|0001|EM|4|OC
499|144485|BC|772|452|193.5|2006|RA|1|OC
500|144355|BC|773|453|193.5|0004|CS|3|BC
501|182185|BC|774|454|193.5|0004|EC|4|OC
502|134273|BC|775|455|193.5|2006|CM|1|BC
503|137292|BC|777|457|193.5|1120|CE|1|OC
504|133823|BC|778|458|193.5|2006|CM|3|BC
505|124135|BC|779|459|193.5|0004|EC|3|OC
506|137416|BC|780|460|193.5|2005|EC|1|OC
507|122319|MBC/DNC|782|121|193.5|2006|CE|1|OC
508|166003|BC|784|462|193.5|0004|CS|2|BC
509|155456|BC|785|463|193.5|2006|IM|1|OC
510|138619|MBC/DNC|786|122|193.5|0001|CM|2|MBC_DNC
511|200331|BC|787|464|193.5|2006|CM|1|BC
512|140732|BC|788|465|193.5|2006|EC|1|BC
